TimeStamp;B10200781A: Flow setpoint (ml/min);B10200781A: Flow (ml/min);B13200860A: Flow setpoint (ml/min);B13200860A: Flow (ml/min)
2025-01-17 15:30:39.444;1,1698002;1,1363401;2,0798001;2,3980033
2025-01-17 15:30:40.444;1,1698002;1,0082191;2,0798001;2,31875
2025-01-17 15:30:41.444;1,1698002;0,8549896;2,0798001;2,3003488
2025-01-17 15:30:42.444;1,1698002;0,7891338;2,0798001;1,8179452
2025-01-17 15:30:43.444;1,1698002;0,9017562;2,0798001;1,8918848
2025-01-17 15:30:44.444;1,1698002;0,8432824;2,0798001;1,753134
2025-01-17 15:30:45.444;1,1698002;0,8957164;2,0798001;2,1885316
2025-01-17 15:30:46.444;1,1698002;0,7288034;2,0798001;2,4861412
2025-01-17 15:30:47.444;1,1698002;0,7286357;2,0798001;2,3773212
2025-01-17 15:30:48.444;1,1698002;0,7336549;2,0798001;2,2990768
2025-01-17 15:30:49.444;1,1698002;0,95729846;2,0798001;1,7953957
2025-01-17 15:30:50.444;1,1698002;1,0323437;2,0798001;2,0969563
2025-01-17 15:30:51.444;1,1698002;0,9452617;2,0798001;2,0539012
2025-01-17 15:30:52.444;1,1698002;0,9675644;2,0798001;2,2238297
2025-01-17 15:30:53.444;1,1698002;0,9490374;2,0798001;2,142752
2025-01-17 15:30:54.444;1,1698002;1,0904013;2,0798001;2,0833623
2025-01-17 15:30:55.444;1,1698002;1,2088072;2,0798001;2,0338292
2025-01-17 15:30:56.444;1,1698002;1,3118025;2,0798001;1,9146736
2025-01-17 15:30:57.444;1,1698002;1,249579;2,0798001;2,141233
2025-01-17 15:30:58.444;1,1698002;1,2331524;2,0798001;1,9523437
2025-01-17 15:30:59.444;1,1698002;1,3246052;2,0798001;2,1742563
2025-01-17 15:31:00.444;1,1698002;1,4221628;2,0798001;2,1259098
2025-01-17 15:31:01.444;1,1698002;1,6885929;2,0798001;2,1906116
2025-01-17 15:31:02.444;1,1698002;1,5565019;2,0798001;2,13767
2025-01-17 15:31:03.444;1,1698002;1,4668216;2,0798001;1,9895588
2025-01-17 15:31:04.444;1,1698002;1,3518698;2,0798001;1,9466486
2025-01-17 15:31:05.444;1,1698002;1,3957257;2,0798001;1,6779699
2025-01-17 15:31:06.444;1,1698002;1,5047551;2,0798001;2,115112
2025-01-17 15:31:07.444;1,1698002;1,5314829;2,0798001;2,1370034
2025-01-17 15:31:08.444;1,1698002;1,5103331;2,0798001;2,3621962
2025-01-17 15:31:09.444;1,1698002;1,3007783;2,0798001;1,6460047
2025-01-17 15:31:10.444;1,1698002;1,2960923;2,0798001;1,4046614
2025-01-17 15:31:11.444;1,1698002;1,1525921;2,0798001;2,5825758
2025-01-17 15:31:12.444;1,1698002;1,2647955;2,0798001;3,3359613
2025-01-17 15:31:13.444;1,1698002;1,1577501;2,0798001;2,7932513
2025-01-17 15:31:14.444;1,1698002;1,0252793;2,0798001;1,5089715
2025-01-17 15:31:15.444;1,1698002;0,82676876;2,0798001;1,7047768
2025-01-17 15:31:16.444;1,1698002;0,70494354;2,0798001;1,5136826
2025-01-17 15:31:17.444;1,1698002;0,6917755;2,0798001;2,567871
2025-01-17 15:31:18.444;1,1698002;0,77558917;2,0798001;2,5384827
2025-01-17 15:31:19.444;1,1698002;0,9033062;2,0798001;2,0611086
2025-01-17 15:31:20.444;1,1698002;0,7628254;2,0798001;1,8951616
2025-01-17 15:31:21.444;1,1698002;0,7335336;2,0798001;1,9160829
2025-01-17 15:31:22.444;1,1698002;0,68493104;2,0798001;2,052171
2025-01-17 15:31:23.444;1,1698002;0,87819743;2,0798001;1,8170573
2025-01-17 15:31:24.444;1,1698002;1,0048746;2,0798001;2,3707657
2025-01-17 15:31:25.444;1,1698002;1,0165746;2,0798001;2,0249302
2025-01-17 15:31:26.444;1,1698002;0,9598338;2,0798001;2,2409897
2025-01-17 15:31:27.444;1,1698002;0,9923954;2,0798001;2,192768
2025-01-17 15:31:28.444;1,1698002;1,1223729;2,0798001;2,5055864
2025-01-17 15:31:29.444;1,1698002;1,223983;2,0798001;2,3788831
2025-01-17 15:31:30.444;1,1698002;1,437387;2,0798001;1,9645169
2025-01-17 15:31:31.444;1,1698002;1,4280777;2,0798001;2,0824926
2025-01-17 15:31:32.444;1,1698002;1,4104694;2,0798001;1,8329586
2025-01-17 15:31:33.444;1,1698002;1,3899286;2,0798001;1,9263328
2025-01-17 15:31:34.444;1,1698002;1,4524727;2,0798001;1,6232035
2025-01-17 15:31:35.444;1,1698002;1,6598941;2,0798001;2,4679782
2025-01-17 15:31:36.444;1,1698002;1,6215938;2,0798001;2,4472075
2025-01-17 15:31:37.444;1,1698002;1,6553886;2,0798001;2,3503814
2025-01-17 15:31:38.444;1,1698002;1,4571747;2,0798001;2,0184898
2025-01-17 15:31:39.444;1,1698002;1,4460139;2,0798001;1,5596341
2025-01-17 15:31:40.444;1,1698002;1,4471532;2,0798001;1,4882481
2025-01-17 15:31:41.444;1,1698002;1,5360683;2,0798001;1,0985942
2025-01-17 15:31:42.444;1,1698002;1,4808714;2,0798001;3,4845784
2025-01-17 15:31:43.444;1,1698002;1,3611722;2,0798001;3,3782258
2025-01-17 15:31:44.444;1,1698002;1,2589616;2,0798001;1,8412218
2025-01-17 15:31:45.444;1,1698002;1,039906;2,0798001;1,1235416
2025-01-17 15:31:46.444;1,1698002;1,0371141;2,0798001;1,0935074
2025-01-17 15:31:47.444;1,1698002;0,94798857;2,0798001;2,4270205
2025-01-17 15:31:48.444;1,1698002;0,8308005;2,0798001;3,7885184
2025-01-17 15:31:49.444;1,1698002;0,69439054;2,0798001;2,8483942
2025-01-17 15:31:50.444;1,1698002;0,6220853;2,0798001;1,5124943
2025-01-17 15:31:51.444;1,1698002;0,5842534;2,0798001;1,5761883
2025-01-17 15:31:52.444;1,1698002;0,71239513;2,0798001;1,4125457
2025-01-17 15:31:53.444;1,1698002;0,79869264;2,0798001;2,7933595
2025-01-17 15:31:54.444;1,1698002;0,7646447;2,0798001;2,6692774
2025-01-17 15:31:55.444;1,1698002;0,76415277;2,0798001;2,4835901
2025-01-17 15:31:56.444;1,1698002;0,7083018;2,0798001;2,1677718
2025-01-17 15:31:57.444;1,1698002;0,8164548;2,0798001;1,9374571
2025-01-17 15:31:58.444;1,1698002;0,959299;2,0798001;2,1014504
2025-01-17 15:31:59.444;1,1698002;1,1168355;2,0798001;2,0115087
2025-01-17 15:32:00.444;1,1698002;1,1278021;2,0798001;2,2332888
2025-01-17 15:32:01.444;1,1698002;1,0250504;2,0798001;1,9141624
2025-01-17 15:32:02.444;1,1698002;1,0980487;2,0798001;2,0298293
2025-01-17 15:32:03.444;1,1698002;1,1690103;2,0798001;1,8486346
2025-01-17 15:32:04.444;1,1698002;1,5087782;2,0798001;2,1289346
2025-01-17 15:32:05.444;1,1698002;1,5554082;2,0798001;2,3848894
2025-01-17 15:32:06.444;1,1698002;1,5549134;2,0798001;2,2796855
2025-01-17 15:32:07.444;1,1698002;1,4790775;2,0798001;2,198036
2025-01-17 15:32:08.444;1,1698002;1,4976735;2,0798001;1,7943964
2025-01-17 15:32:09.444;1,1698002;1,6008927;2,0798001;1,950004
2025-01-17 15:32:10.444;1,1698002;1,6882056;2,0798001;1,6199874
2025-01-17 15:32:11.444;1,1698002;1,5277627;2,0798001;2,2504046
2025-01-17 15:32:12.444;1,1698002;1,5050956;2,0798001;2,1968346
2025-01-17 15:32:13.444;1,1698002;1,5231131;2,0798001;1,8324792
2025-01-17 15:32:14.444;1,1698002;1,3639923;2,0798001;1,5394621
2025-01-17 15:32:15.444;1,1698002;1,4644635;2,0798001;1,0367433
2025-01-17 15:32:16.444;1,1698002;1,3449603;2,0798001;3,3003566
2025-01-17 15:32:17.444;1,1698002;1,24172;2,0798001;3,5760415
2025-01-17 15:32:18.444;1,1698002;1,1254272;2,0798001;2,1171389
2025-01-17 15:32:19.444;1,1698002;0,9491687;2,0798001;1,332027
2025-01-17 15:32:20.444;1,1698002;0,910939;2,0798001;1,2589186
2025-01-17 15:32:21.444;1,1698002;0,7967575;2,0798001;1,6182785
2025-01-17 15:32:22.444;1,1698002;0,79347605;2,0798001;3,4475474
2025-01-17 15:32:23.444;1,1698002;0,6955934;2,0798001;3,1397438
2025-01-17 15:32:24.444;1,1698002;0,6325776;2,0798001;1,4651018
2025-01-17 15:32:25.444;1,1698002;0,5808564;2,0798001;1,5228775
2025-01-17 15:32:26.444;1,1698002;0,645434;2,0798001;1,4205444
2025-01-17 15:32:27.444;1,1698002;0,8055629;2,0798001;2,944751
2025-01-17 15:32:28.444;1,1698002;0,8665917;2,0798001;2,7383714
2025-01-17 15:32:29.444;1,1698002;0,93914014;2,0798001;2,3975186
2025-01-17 15:32:30.444;1,1698002;0,80427873;2,0798001;1,951605
2025-01-17 15:32:31.444;1,1698002;0,8833869;2,0798001;1,7979057
2025-01-17 15:32:32.444;1,1698002;0,951619;2,0798001;1,8822427
2025-01-17 15:32:33.444;1,1698002;1,1837775;2,0798001;2,0476577
2025-01-17 15:32:34.444;1,1698002;1,2467843;2,0798001;2,55864
2025-01-17 15:32:35.444;1,1698002;1,2007449;2,0798001;2,264987
2025-01-17 15:32:36.444;1,1698002;1,1810448;2,0798001;2,2244842
2025-01-17 15:32:37.444;1,1698002;1,2864752;2,0798001;1,894073
2025-01-17 15:32:38.444;1,1698002;1,5564554;2,0798001;2,0567617
2025-01-17 15:32:39.444;1,1698002;1,6746548;2,0798001;2,0721052
2025-01-17 15:32:40.444;1,1698002;1,7411402;2,0798001;2,1155171
2025-01-17 15:32:41.444;1,1698002;1,5836155;2,0798001;2,1856728
2025-01-17 15:32:42.444;1,1698002;1,5205523;2,0798001;2,060112
2025-01-17 15:32:43.444;1,1698002;1,5336252;2,0798001;2,0773044
2025-01-17 15:32:44.444;1,1698002;1,658554;2,0798001;1,7354431
2025-01-17 15:32:45.444;1,1698002;1,7131929;2,0798001;1,9315012
2025-01-17 15:32:46.444;1,1698002;1,4738598;2,0798001;1,564917
2025-01-17 15:32:47.444;1,1698002;1,3653297;2,0798001;2,232586
2025-01-17 15:32:48.444;1,1698002;1,1918111;2,0798001;2,2039645
2025-01-17 15:32:49.444;1,1698002;1,1557015;2,0798001;2,2598057
2025-01-17 15:32:50.444;1,1698002;1,1297706;2,0798001;1,9333203
2025-01-17 15:32:51.444;1,1698002;1,0192466;2,0798001;1,3031708
2025-01-17 15:32:52.444;1,1698002;0,83381003;2,0798001;3,1130824
2025-01-17 15:32:53.444;1,1698002;0,6792058;2,0798001;2,711123
2025-01-17 15:32:54.444;1,1698002;0,62534934;2,0798001;2,6602726
2025-01-17 15:32:55.444;1,1698002;0,6333891;2,0798001;1,9098629
2025-01-17 15:32:56.444;1,1698002;0,83052105;2,0798001;1,7384958
2025-01-17 15:32:57.444;1,1698002;0,74307066;2,0798001;1,902283
2025-01-17 15:32:58.444;1,1698002;0,6829185;2,0798001;1,8906982
2025-01-17 15:32:59.444;1,1698002;0,60431284;2,0798001;2,2962053
2025-01-17 15:33:00.444;1,1698002;0,67878985;2,0798001;1,9529742
2025-01-17 15:33:01.444;1,1698002;0,81940866;2,0798001;2,4249954
2025-01-17 15:33:02.444;1,1698002;0,9534126;2,0798001;2,3600938
2025-01-17 15:33:03.444;1,1698002;1,0773928;2,0798001;2,346167
2025-01-17 15:33:04.444;1,1698002;0,944957;2,0798001;1,928396
2025-01-17 15:33:05.444;1,1698002;0,9991245;2,0798001;1,8722072
2025-01-17 15:33:06.444;1,1698002;1,0112464;2,0798001;1,7309785
2025-01-17 15:33:07.444;1,1698002;1,3406732;2,0798001;1,8337423
2025-01-17 15:33:08.444;1,1698002;1,4270242;2,0798001;2,4456038
2025-01-17 15:33:09.444;1,1698002;1,4848299;2,0798001;2,4385357
2025-01-17 15:33:10.444;1,1698002;1,4742382;2,0798001;2,4048676
2025-01-17 15:33:11.444;1,1698002;1,567993;2,0798001;2,072205
2025-01-17 15:33:12.444;1,1698002;1,7159611;2,0798001;1,9542918
2025-01-17 15:33:13.444;1,1698002;1,7741239;2,0798001;1,7712535
2025-01-17 15:33:14.444;1,1698002;1,8691561;2,0798001;1,5441198
2025-01-17 15:33:15.444;1,1698002;1,6155887;2,0798001;2,0827377
2025-01-17 15:33:16.444;1,1698002;1,6022785;2,0798001;2,156173
2025-01-17 15:33:17.444;1,1698002;1,4816804;2,0798001;2,089432
2025-01-17 15:33:18.444;1,1698002;1,5319483;2,0798001;1,5792949
2025-01-17 15:33:19.444;1,1698002;1,4928455;2,0798001;2,0801814
2025-01-17 15:33:20.444;1,1698002;1,3649648;2,0798001;1,4226825
2025-01-17 15:33:21.444;1,1698002;1,2307036;2,0798001;3,396344
2025-01-17 15:33:22.444;1,1698002;1,0202016;2,0798001;3,044789
2025-01-17 15:33:23.444;1,1698002;0,976512;2,0798001;1,8012426
2025-01-17 15:33:24.444;1,1698002;0,8687757;2,0798001;1,6260649
2025-01-17 15:33:25.444;1,1698002;0,8742087;2,0798001;1,1037984
2025-01-17 15:33:26.444;1,1698002;0,6861692;2,0798001;2,901496
2025-01-17 15:33:27.444;1,1698002;0,5727111;2,0798001;2,7350888
2025-01-17 15:33:28.444;1,1698002;0,5235042;2,0798001;2,5617132
2025-01-17 15:33:29.444;1,1698002;0,5423119;2,0798001;1,6317682
2025-01-17 15:33:30.444;1,1698002;0,7342518;2,0798001;2,085355
2025-01-17 15:33:31.444;1,1698002;0,76717466;2,0798001;1,9652717
2025-01-17 15:33:32.444;1,1698002;0,8483007;2,0798001;2,0827482
2025-01-17 15:33:33.444;1,1698002;0,7191601;2,0798001;2,2088227
2025-01-17 15:33:34.444;1,1698002;0,77068746;2,0798001;2,3236048
2025-01-17 15:33:35.444;1,1698002;0,8567589;2,0798001;2,367216
2025-01-17 15:33:36.444;1,1698002;1,1257567;2,0798001;2,0896897
2025-01-17 15:33:37.444;1,1698002;1,2408284;2,0798001;2,281931
2025-01-17 15:33:38.444;1,1698002;1,1535718;2,0798001;2,0613027
2025-01-17 15:33:39.444;1,1698002;1,1889143;2,0798001;2,031094
2025-01-17 15:33:40.444;1,1698002;1,2335026;2,0798001;1,8644834
2025-01-17 15:33:41.444;1,1698002;1,5245082;2,0798001;1,9123422
2025-01-17 15:33:42.444;1,1698002;1,6916928;2,0798001;2,0776393
2025-01-17 15:33:43.444;1,1698002;1,743483;2,0798001;2,090683
2025-01-17 15:33:44.444;1,1698002;1,6393785;2,0798001;2,2800407
2025-01-17 15:33:45.444;1,1698002;1,5231423;2,0798001;2,2351213
2025-01-17 15:33:46.444;1,1698002;1,5575426;2,0798001;2,2834537
2025-01-17 15:33:47.444;1,1698002;1,5913723;2,0798001;2,1200297
2025-01-17 15:33:48.444;1,1698002;1,8097962;2,0798001;2,0654628
2025-01-17 15:33:49.444;1,1698002;1,5576698;2,0798001;1,7787844
2025-01-17 15:33:50.444;1,1698002;1,4278772;2,0798001;1,2116401
2025-01-17 15:33:51.444;1,1698002;1,2281016;2,0798001;2,5615034
2025-01-17 15:33:52.444;1,1698002;1,1413139;2,0798001;2,5849833
2025-01-17 15:33:53.444;1,1698002;1,1367702;2,0798001;2,5385334
2025-01-17 15:33:54.444;1,1698002;1,0837663;2,0798001;1,5779154
2025-01-17 15:33:55.444;1,1698002;0,9386488;2,0798001;1,7668381
2025-01-17 15:33:56.444;1,1698002;0,72750664;2,0798001;1,8663137
2025-01-17 15:33:57.444;1,1698002;0,6555751;2,0798001;2,6088474
2025-01-17 15:33:58.444;1,1698002;0,6265829;2,0798001;2,512057
2025-01-17 15:33:59.444;1,1698002;0,84320337;2,0798001;2,0335765
2025-01-17 15:34:00.444;1,1698002;0,79305017;2,0798001;1,9514084
2025-01-17 15:34:01.444;1,1698002;0,7346964;2,0798001;1,3443618
2025-01-17 15:34:02.444;1,1698002;0,62931806;2,0798001;2,4734435
2025-01-17 15:34:03.444;1,1698002;0,69202846;2,0798001;2,2649686
2025-01-17 15:34:04.444;1,1698002;0,82791865;2,0798001;2,7562306
2025-01-17 15:34:05.444;1,1698002;0,97531134;2,0798001;2,3392391
2025-01-17 15:34:06.444;1,1698002;1,172758;2,0798001;2,30249
2025-01-17 15:34:07.444;1,1698002;1,0541307;2,0798001;2,1206994
2025-01-17 15:34:08.444;1,1698002;1,0884143;2,0798001;2,0174239
2025-01-17 15:34:09.444;1,1698002;1,0944377;2,0798001;1,9370775
2025-01-17 15:34:10.444;1,1698002;1,3311499;2,0798001;1,5408015
2025-01-17 15:34:11.444;1,1698002;1,5209335;2,0798001;2,204762
2025-01-17 15:34:12.444;1,1698002;1,5936047;2,0798001;2,1915758
2025-01-17 15:34:13.444;1,1698002;1,613217;2,0798001;2,4289412
2025-01-17 15:34:14.444;1,1698002;1,5317303;2,0798001;2,123029
2025-01-17 15:34:15.444;1,1698002;1,6435859;2,0798001;2,1609826
2025-01-17 15:34:16.444;1,1698002;1,6774831;2,0798001;2,065659
2025-01-17 15:34:17.444;1,1698002;1,7761862;2,0798001;1,4758568
2025-01-17 15:34:18.444;1,1698002;1,6426415;2,0798001;1,8118281
2025-01-17 15:34:19.444;1,1698002;1,5035846;2,0798001;1,216331
2025-01-17 15:34:20.444;1,1698002;1,3943423;2,0798001;3,0219674
2025-01-17 15:34:21.444;1,1698002;1,3679686;2,0798001;2,9006057
2025-01-17 15:34:22.444;1,1698002;1,4609277;2,0798001;1,9964726
2025-01-17 15:34:23.444;1,1698002;1,2910302;2,0798001;0,8908283
2025-01-17 15:34:24.444;1,1698002;1,1613516;2,0798001;0,592993
2025-01-17 15:34:25.444;1,1698002;0,91122454;2,0798001;3,507531
2025-01-17 15:34:26.444;1,1698002;0,8104452;2,0798001;3,7212553
2025-01-17 15:34:27.444;1,1698002;0,83923954;2,0798001;3,152048
2025-01-17 15:34:28.444;1,1698002;0,9110734;2,0798001;1,5816512
2025-01-17 15:34:29.444;1,1698002;0,8132032;2,0798001;1,5436738
2025-01-17 15:34:30.444;1,1698002;0,6400639;2,0798001;1,2119865
2025-01-17 15:34:31.444;1,1698002;0,57970476;2,0798001;2,0286171
2025-01-17 15:34:32.444;1,1698002;0,5480144;2,0798001;2,2346425
2025-01-17 15:34:33.444;1,1698002;0,73706055;2,0798001;2,5454605
2025-01-17 15:34:34.444;1,1698002;0,8443656;2,0798001;2,5150852
2025-01-17 15:34:35.444;1,1698002;0,9030357;2,0798001;2,3047035
2025-01-17 15:34:36.444;1,1698002;0,7974807;2,0798001;2,1802392
2025-01-17 15:34:37.444;1,1698002;0,80031806;2,0798001;1,7382377
2025-01-17 15:34:38.444;1,1698002;0,8733603;2,0798001;1,896289
2025-01-17 15:34:39.444;1,1698002;1,098738;2,0798001;1,7389892
2025-01-17 15:34:40.444;1,1698002;1,2847255;2,0798001;2,060207
2025-01-17 15:34:41.444;1,1698002;1,1935316;2,0798001;2,2969882
2025-01-17 15:34:42.444;1,1698002;1,2328216;2,0798001;2,3218427
2025-01-17 15:34:43.444;1,1698002;1,2932879;2,0798001;2,2818155
2025-01-17 15:34:44.444;1,1698002;1,5398676;2,0798001;1,9843184
2025-01-17 15:34:45.444;1,1698002;1,7244086;2,0798001;2,0596707
2025-01-17 15:34:46.444;1,1698002;1,7444986;2,0798001;1,6934156
2025-01-17 15:34:47.444;1,1698002;1,6491306;2,0798001;1,9613674
2025-01-17 15:34:48.444;1,1698002;1,5015064;2,0798001;1,7315996
2025-01-17 15:34:49.444;1,1698002;1,5886955;2,0798001;2,5205255
2025-01-17 15:34:50.444;1,1698002;1,5787313;2,0798001;2,1596243
2025-01-17 15:34:51.444;1,1698002;1,7815052;2,0798001;1,8546093
2025-01-17 15:34:52.444;1,1698002;1,5447927;2,0798001;1,5910625
2025-01-17 15:34:53.444;1,1698002;1,416849;2,0798001;0,9485991
2025-01-17 15:34:54.444;1,1698002;1,2146606;2,0798001;3,6032298
2025-01-17 15:34:55.444;1,1698002;1,1317011;2,0798001;3,453485
2025-01-17 15:34:56.444;1,1698002;1,1658441;2,0798001;2,3903809
2025-01-17 15:34:57.444;1,1698002;1,1219504;2,0798001;1,0286499
2025-01-17 15:34:58.444;1,1698002;0,95338595;2,0798001;1,1274828
2025-01-17 15:34:59.444;1,1698002;0,6731641;2,0798001;2,9283848
2025-01-17 15:35:00.444;1,1698002;0,55606186;2,0798001;3,1946409
2025-01-17 15:35:01.444;1,1698002;0,5177907;2,0798001;2,3338668
2025-01-17 15:35:02.444;1,1698002;0,6889706;2,0798001;1,4348626
2025-01-17 15:35:03.444;1,1698002;0,7201451;2,0798001;1,8750812
2025-01-17 15:35:04.444;1,1698002;0,68255705;2,0798001;1,6965554
2025-01-17 15:35:05.444;1,1698002;0,6121229;2,0798001;2,5138948
2025-01-17 15:35:06.444;1,1698002;0,6296668;2,0798001;2,405488
2025-01-17 15:35:07.444;1,1698002;0,7896446;2,0798001;2,4855802
2025-01-17 15:35:08.444;1,1698002;0,93476737;2,0798001;2,0370502
2025-01-17 15:35:09.444;1,1698002;1,1323117;2,0798001;2,0262554
2025-01-17 15:35:10.444;1,1698002;1,0704198;2,0798001;2,302626
2025-01-17 15:35:11.444;1,1698002;1,080737;2,0798001;2,3041854
2025-01-17 15:35:12.444;1,1698002;1,1138335;2,0798001;2,268636
2025-01-17 15:35:13.444;1,1698002;1,3285165;2,0798001;1,9022872
2025-01-17 15:35:14.444;1,1698002;1,5493643;2,0798001;1,97894
2025-01-17 15:35:15.444;1,1698002;1,616684;2,0798001;1,8672917
2025-01-17 15:35:16.444;1,1698002;1,6577703;2,0798001;1,9037772
2025-01-17 15:35:17.444;1,1698002;1,533429;2,0798001;2,0276535
2025-01-17 15:35:18.444;1,1698002;1,5540977;2,0798001;2,3487356
2025-01-17 15:35:19.444;1,1698002;1,613927;2,0798001;2,3603067
2025-01-17 15:35:20.444;1,1698002;1,7465967;2,0798001;2,114549
2025-01-17 15:35:21.444;1,1698002;1,6773272;2,0798001;2,129955
2025-01-17 15:35:22.444;1,1698002;1,4824694;2,0798001;1,5896171
2025-01-17 15:35:23.444;1,1698002;1,3974448;2,0798001;1,6266317
2025-01-17 15:35:24.444;1,1698002;1,2466973;2,0798001;1,6335691
2025-01-17 15:35:25.444;1,1698002;1,3425901;2,0798001;3,1531568
2025-01-17 15:35:26.444;1,1698002;1,2330351;2,0798001;2,806623
2025-01-17 15:35:27.444;1,1698002;1,131443;2,0798001;1,6370152
2025-01-17 15:35:28.444;1,1698002;0,8979929;2,0798001;1,8515544
2025-01-17 15:35:29.444;1,1698002;0,76757056;2,0798001;1,4561226
2025-01-17 15:35:30.444;1,1698002;0,67912394;2,0798001;1,9128762
2025-01-17 15:35:31.444;1,1698002;0,7529864;2,0798001;2,0589826
2025-01-17 15:35:32.444;1,1698002;0,77752554;2,0798001;2,9211755
2025-01-17 15:35:33.444;1,1698002;0,6689347;2,0798001;2,4105177
2025-01-17 15:35:34.444;1,1698002;0,6523318;2,0798001;2,1960526
2025-01-17 15:35:35.444;1,1698002;0,6371581;2,0798001;1,9156208
2025-01-17 15:35:36.444;1,1698002;0,77665126;2,0798001;1,8803328
2025-01-17 15:35:37.444;1,1698002;0,9045452;2,0798001;2,2302034
2025-01-17 15:35:38.444;1,1698002;0,9704289;2,0798001;2,2558124
2025-01-17 15:35:39.444;1,1698002;0,91660947;2,0798001;2,417844
2025-01-17 15:35:40.444;1,1698002;0,91965526;2,0798001;2,134089
2025-01-17 15:35:41.444;1,1698002;1,0158262;2,0798001;2,097327
2025-01-17 15:35:42.444;1,1698002;1,1704785;2,0798001;1,6818945
2025-01-17 15:35:43.444;1,1698002;1,4194007;2,0798001;1,7177643
2025-01-17 15:35:44.444;1,1698002;1,3920177;2,0798001;2,159352
2025-01-17 15:35:45.444;1,1698002;1,3754737;2,0798001;2,1680102
2025-01-17 15:35:46.444;1,1698002;1,3791686;2,0798001;2,4365382
2025-01-17 15:35:47.444;1,1698002;1,5346862;2,0798001;2,0807111
2025-01-17 15:35:48.444;1,1698002;1,6940765;2,0798001;2,241446
2025-01-17 15:35:49.444;1,1698002;1,7216278;2,0798001;2,013252
2025-01-17 15:35:50.444;1,1698002;1,7245382;2,0798001;1,98725
2025-01-17 15:35:51.444;10,000001;1,4738702;2,0798001;1,6356869
2025-01-17 15:35:52.444;10,000001;2,291563;2,0798001;1,4138091
2025-01-17 15:35:53.444;10,000001;7,20936;2,0798001;2,9232259
2025-01-17 15:35:54.444;10,000001;6,6148643;2,0798001;-0,12446125
2025-01-17 15:35:55.444;10,000001;4,6934543;2,0798001;0,05148234
2025-01-17 15:35:56.444;10,000001;4,4558587;2,0798001;3,4405918
2025-01-17 15:35:57.444;10,000001;4,013994;2,0798001;3,124596
2025-01-17 15:35:58.444;10,000001;4,531745;2,0798001;1,357687
2025-01-17 15:35:59.444;10,000001;4,4930468;2,0798001;-1,1894097
2025-01-17 15:36:00.444;10,000001;5,0043473;2,0798001;-1,7208375
2025-01-17 15:36:01.444;10,000001;3,408846;2,0798001;3,0346332
2025-01-17 15:36:02.444;10,000001;4,706395;2,0798001;3,2814884
2025-01-17 15:36:03.444;10,000001;0,20564449;2,0798001;2,085376
2025-01-17 15:36:04.444;10,000001;4,396523;2,0798001;-0,8905336
2025-01-17 15:36:05.444;10,000001;0,06384476;2,0798001;-2,324023
2025-01-17 15:36:06.444;10,000001;4,2072873;2,0798001;1,6015205
2025-01-17 15:36:07.444;10,000001;0,43313015;2,0798001;3,3849635
2025-01-17 15:36:08.444;10,000001;0,35994965;2,0798001;3,0304587
2025-01-17 15:36:09.444;10,000001;0,002790872;2,0798001;2,5549147
2025-01-17 15:36:10.444;10,000001;0,12945843;2,0798001;3,3704329
2025-01-17 15:36:11.444;10,000001;-0,042231604;2,0798001;3,487619
2025-01-17 15:36:12.444;10,000001;7,248981;2,0798001;3,6577642
2025-01-17 15:36:13.444;10,000001;6,9904013;2,0798001;3,121152
2025-01-17 15:36:14.444;10,000001;2,833797;2,0798001;1,8392688
2025-01-17 15:36:15.444;10,000001;5,216243;2,0798001;-0,7010728
2025-01-17 15:36:16.444;10,000001;2,104415;2,0798001;-2,2108946
2025-01-17 15:36:17.444;10,000001;4,9990187;2,0798001;2,2769616
2025-01-17 15:36:18.444;10,000001;2,8218462;2,0798001;3,3960023
2025-01-17 15:36:19.444;10,000001;4,506592;2,0798001;2,561473
2025-01-17 15:36:20.444;10,000001;3,8828008;2,0798001;-0,27567676
2025-01-17 15:36:21.444;10,000001;4,182157;2,0798001;-1,3781272
2025-01-17 15:36:22.444;10,000001;4,8638973;2,0798001;-0,885446
2025-01-17 15:36:23.444;10,000001;3,0637333;2,0798001;3,3424237
2025-01-17 15:36:24.444;10,000001;4,5389595;2,0798001;3,1300354
2025-01-17 15:36:25.444;10,000001;0,29364905;2,0798001;0,99868953
2025-01-17 15:36:26.444;10,000001;0,73571855;2,0798001;-0,15433142
2025-01-17 15:36:27.444;10,000001;-0,2125395;2,0798001;1,26015
2025-01-17 15:36:28.444;10,000001;0,13361032;2,0798001;3,5050015
2025-01-17 15:36:29.444;10,000001;-0,2356567;2,0798001;3,5691314
2025-01-17 15:36:30.444;10,000001;3,0530157;2,0798001;3,5536668
2025-01-17 15:36:31.444;10,000001;7,9698653;2,0798001;1,4665639
2025-01-17 15:36:32.444;10,000001;4,505469;2,0798001;-1,1926546
2025-01-17 15:36:33.444;10,000001;6,7002754;2,0798001;0,32462507
2025-01-17 15:36:34.444;10,000001;1,0702701;2,0798001;3,5083752
2025-01-17 15:36:35.444;10,000001;5,310851;2,0798001;3,1108637
2025-01-17 15:36:36.444;10,000001;0,25195077;2,0798001;1,1534299
2025-01-17 15:36:37.444;10,000001;4,956049;2,0798001;-1,185217
2025-01-17 15:36:38.444;10,000001;1,0313971;2,0798001;-1,4807974
