Date/Time	Elapsed Time	Pump 1 Flow (mL/min)	Pump 2 Flow (mL/min)	Pump 3 Flow (mL/min)	Pump 4 Flow (mL/min)	Coriolis Flow (mL/min)	Pump 1 Pressure (bar)	Pump 2 Pressure (bar)	Pump 3 Pressure (bar)	Pump 4 Pressure (bar)	UV detector 1 (mAU) 	UV detector 2 (mAU)
05/04/2023 11:11:45	00:02:25	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	0,00	3,22	0,00
05/04/2023 11:11:46	00:02:26	1,00	0,00	0,00	0,00	0,03	56,00	1,00	0,00	0,00	2,82	0,00
05/04/2023 11:11:47	00:02:27	1,00	0,00	0,00	0,00	0,03	52,00	0,00	1,00	0,00	2,59	0,00
05/04/2023 11:11:48	00:02:28	1,00	0,00	0,00	0,00	0,03	55,00	0,00	1,00	0,00	2,36	0,00
05/04/2023 11:11:49	00:02:29	1,00	0,00	0,00	0,00	0,03	55,00	1,00	1,00	1,00	2,23	0,00
05/04/2023 11:11:50	00:02:30	1,00	0,00	0,00	0,00	0,03	56,00	1,00	1,00	0,00	2,19	0,00
05/04/2023 11:11:51	00:02:31	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	1,00	2,26	0,00
05/04/2023 11:11:52	00:02:32	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	2,55	0,00
05/04/2023 11:11:53	00:02:33	1,00	0,00	0,00	0,00	0,03	53,00	0,00	0,00	0,00	2,90	0,00
05/04/2023 11:11:54	00:02:34	1,00	0,00	0,00	0,00	0,03	55,00	1,00	1,00	0,00	3,25	0,00
05/04/2023 11:11:55	00:02:35	1,00	0,00	0,00	0,00	0,03	55,00	0,00	1,00	0,00	3,53	0,00
05/04/2023 11:11:56	00:02:36	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	3,71	0,00
05/04/2023 11:11:57	00:02:37	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	0,00	3,74	0,00
05/04/2023 11:11:58	00:02:38	1,00	0,00	0,00	0,00	0,03	53,00	0,00	1,00	0,00	3,70	0,00
05/04/2023 11:11:59	00:02:39	1,00	0,00	0,00	0,00	0,03	55,00	0,00	1,00	0,00	3,51	0,00
05/04/2023 11:12:00	00:02:40	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	0,00	3,17	0,00
05/04/2023 11:12:01	00:02:41	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	2,78	0,00
05/04/2023 11:12:02	00:02:42	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	1,00	2,53	0,00
05/04/2023 11:12:03	00:02:43	1,00	0,00	0,00	0,00	0,03	52,00	0,00	1,00	1,00	2,51	0,00
05/04/2023 11:12:04	00:02:44	1,00	0,00	0,00	0,00	0,03	52,00	0,00	1,00	1,00	2,67	0,00
05/04/2023 11:12:05	00:02:45	1,00	0,00	0,00	0,00	0,03	55,00	0,00	0,00	0,00	2,96	0,00
05/04/2023 11:12:06	00:02:46	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	1,00	3,24	0,00
05/04/2023 11:12:07	00:02:47	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	3,57	0,00
05/04/2023 11:12:08	00:02:48	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	3,89	0,00
05/04/2023 11:12:09	00:02:49	1,00	0,00	0,00	0,00	0,03	52,00	0,00	0,00	0,00	4,17	0,00
05/04/2023 11:12:10	00:02:50	1,00	0,00	0,00	0,00	0,03	55,00	0,00	0,00	0,00	4,39	0,00
05/04/2023 11:12:11	00:02:51	1,00	0,00	0,00	0,00	0,03	55,00	0,00	1,00	0,00	4,59	0,00
05/04/2023 11:12:12	00:02:52	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	4,70	0,00
05/04/2023 11:12:13	00:02:53	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	4,82	0,00
05/04/2023 11:12:14	00:02:54	1,00	0,00	0,00	0,00	0,03	52,00	0,00	1,00	0,00	4,85	0,00
05/04/2023 11:12:15	00:02:55	1,00	0,00	0,00	0,00	0,03	55,00	1,00	1,00	0,00	4,87	0,00
05/04/2023 11:12:16	00:02:56	1,00	0,00	0,00	0,00	0,03	55,00	0,00	1,00	0,00	4,87	0,00
05/04/2023 11:12:17	00:02:57	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	0,00	4,88	0,00
05/04/2023 11:12:18	00:02:58	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	4,85	0,00
05/04/2023 11:12:19	00:02:59	1,00	0,00	0,00	0,00	0,03	53,00	0,00	1,00	0,00	4,81	0,00
05/04/2023 11:12:20	00:03:00	1,00	0,00	0,00	0,00	0,03	53,00	0,00	0,00	0,00	4,80	0,00
05/04/2023 11:12:21	00:03:01	1,00	0,00	0,00	0,00	0,03	55,00	0,00	1,00	0,00	4,79	0,00
05/04/2023 11:12:22	00:03:02	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	4,94	0,00
05/04/2023 11:12:23	00:03:03	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	5,33	0,00
05/04/2023 11:12:24	00:03:04	1,00	0,00	0,00	0,00	0,03	52,00	0,00	0,00	0,00	5,62	0,00
05/04/2023 11:12:25	00:03:05	1,00	0,00	0,00	0,00	0,03	54,00	0,00	1,00	0,00	5,89	0,00
05/04/2023 11:12:26	00:03:06	1,00	0,00	0,00	0,00	0,03	55,00	0,00	0,00	0,00	5,98	0,00
05/04/2023 11:12:27	00:03:07	1,00	0,00	0,00	0,00	0,03	55,00	0,00	0,00	0,00	5,88	0,00
05/04/2023 11:12:28	00:03:08	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	1,00	5,65	0,00
05/04/2023 11:12:29	00:03:09	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	5,29	0,00
05/04/2023 11:12:30	00:03:10	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	4,94	0,00
05/04/2023 11:12:31	00:03:11	1,00	0,00	0,00	0,00	0,03	54,00	0,00	0,00	0,00	4,55	0,00
05/04/2023 11:12:32	00:03:12	1,00	0,00	0,00	0,00	0,03	55,00	0,00	0,00	0,00	4,17	0,00
05/04/2023 11:12:33	00:03:13	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	0,00	3,93	0,00
05/04/2023 11:12:34	00:03:14	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	3,80	0,00
05/04/2023 11:12:35	00:03:15	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	0,00	3,66	0,00
05/04/2023 11:12:36	00:03:16	1,00	0,00	0,00	0,00	0,03	54,00	0,00	1,00	0,00	3,61	0,00
05/04/2023 11:12:37	00:03:17	1,00	0,00	0,00	0,00	0,03	55,00	0,00	1,00	0,00	3,62	0,00
05/04/2023 11:12:38	00:03:18	1,00	0,00	0,00	0,00	0,03	55,00	0,00	0,00	0,00	3,74	0,00
05/04/2023 11:12:39	00:03:19	1,00	0,00	0,00	0,00	0,03	56,00	0,00	1,00	1,00	3,98	0,00
05/04/2023 11:12:40	00:03:20	1,00	0,00	0,00	0,00	0,03	56,00	0,00	0,00	0,00	4,44	0,00
05/04/2023 11:12:41	00:03:21	1,00	0,00	0,00	0,00	0,03	53,00	0,00	1,00	0,00	5,17	0,00
